culture;conduite;variete_n;action;semaine_debut;semaine_fin;mois_debut;mois_fin;commentaire
Oignon botte;SA;8;Récolte;19;23;mai;juin;
Oignon botte - bulbille;PC;1;Plantation;9;13;février;mars;
Oignon botte - bulbille;PC;1;Récolte;20;24;mai;juin;
Oignon conservation;PC;1;Conservation;1;7;janvier;février;
Oignon conservation;PC;1;Semis en pot/plant;7;11;février;mars;
Oignon conservation;PC;1;Conservation;11;13;mars;mars;
Oignon conservation;PC;1;Plantation;13;17;mars;avril;
Oignon conservation;PC;1;Récolte;30;34;juillet;août;
Oignon conservation;PC;1;Conservation;36;52;septembre;décembre;
Oignon conservation;PC;2;Conservation;1;11;janvier;mars;
Oignon conservation;PC;2;Semis direct;11;13;mars;mars;
Oignon conservation;PC;2;Semis en pot/plant;13;14;mars;avril;
Oignon conservation;PC;2;Plantation;17;19;avril;mai;
Oignon conservation;PC;2;Récolte;32;35;août;août;
Oignon conservation;PC;2;Conservation;37;52;septembre;décembre;
Oignon conservation;PC;3;Conservation;1;13;janvier;mars;
Oignon conservation;PC;3;Semis direct;15;17;avril;avril;
Oignon conservation;PC;3;Semis en pot/plant;17;18;avril;avril;
Oignon conservation;PC;3;Plantation;20;22;mai;mai;
Oignon conservation;PC;3;Récolte;35;37;août;septembre;
Oignon conservation;PC;3;Conservation;39;52;septembre;décembre;
Oignon conservation - bulbille;PC;1;Conservation;1;5;janvier;janvier;
Oignon conservation - bulbille;PC;1;Plantation;9;17;février;avril;
Oignon conservation - bulbille;PC;1;Récolte;28;32;juillet;août;
Oignon conservation - bulbille;PC;1;Conservation;34;52;août;décembre;
Panais;PC;1;Conservation;11;18;mars;avril;
Panais;PC;1;Semis direct;19;21;mai;mai;
Panais;PC;1;Récolte;41;48;octobre;novembre;
Panais;PC;2;Conservation;11;19;mars;mai;
Panais;PC;2;Semis direct;22;24;mai;juin;
Panais;PC;2;Récolte;44;48;octobre;novembre;
Pastèque;PC;1;Semis en pot/plant;17;19;avril;mai;
Pastèque;PC;1;Plantation;20;22;mai;mai;
Pastèque;PC;1;Récolte;33;38;août;septembre;
Pastèque;SA;1;Semis en pot/plant;12;14;mars;avril;
Pastèque;SA;1;Plantation;15;17;avril;avril;
Pastèque;SA;1;Récolte;29;33;juillet;août;
Pastèque;SA;2;Semis en pot/plant;14;16;avril;avril;
Pastèque;SA;2;Plantation;17;19;avril;mai;
Pastèque;SA;2;Récolte;30;34;juillet;août;
Pastèque;SA;3;Semis en pot/plant;17;19;avril;mai;
Pastèque;SA;3;Plantation;20;22;mai;mai;
Pastèque;SA;3;Récolte;32;37;août;septembre;
Patate douce;PC;1;Conservation;1;17;janvier;avril;
Patate douce;PC;1;Plantation;19;22;mai;mai;
Patate douce;PC;1;Récolte;39;42;septembre;octobre;
Patate douce;PC;1;Conservation;44;52;octobre;décembre;
Patate douce;PC;2;Conservation;1;17;janvier;avril;
Patate douce;PC;2;Plantation;22;24;mai;juin;
Patate douce;PC;2;Récolte;39;42;septembre;octobre;
Patate douce;PC;2;Conservation;44;52;octobre;décembre;
Patate douce;SA;1;Conservation;1;15;janvier;avril;
Patate douce;SA;1;Plantation;15;22;avril;mai;
Patate douce;SA;1;Récolte;39;42;septembre;octobre;
Patate douce;SA;1;Conservation;44;52;octobre;décembre;
Persil;PC;1;Semis en pot/plant;3;5;janvier;janvier;
Persil;PC;1;Plantation;9;11;février;mars;
Persil;PC;1;Récolte;19;21;mai;mai;
Persil;PC;1;Récolte;24;26;juin;juin;
Persil;PC;1;Récolte;29;31;juillet;juillet;
Persil;PC;1;Récolte;34;36;août;septembre;
Persil;PC;2;Semis en pot/plant;8;10;février;mars;
Persil;PC;2;Plantation;13;15;mars;avril;
Persil;PC;2;Récolte;22;24;mai;juin;
Persil;PC;2;Récolte;27;29;juillet;juillet;
Persil;PC;2;Récolte;32;34;août;août;
Persil;PC;2;Récolte;37;39;septembre;septembre;
Persil;PC;3;Semis en pot/plant;13;15;mars;avril;
Persil;PC;3;Plantation;17;19;avril;mai;
Persil;PC;3;Récolte;25;27;juin;juillet;
Persil;PC;3;Récolte;30;32;juillet;août;
Persil;PC;3;Récolte;35;37;août;septembre;
Persil;PC;4;Semis en pot/plant;16;18;avril;avril;
Persil;PC;4;Plantation;20;22;mai;mai;
Persil;PC;4;Récolte;27;29;juillet;juillet;
Persil;PC;4;Récolte;32;34;août;août;
Persil;PC;4;Récolte;37;39;septembre;septembre;
Persil;PC;5;Semis en pot/plant;18;20;avril;mai;
Persil;PC;5;Plantation;22;24;mai;juin;
Persil;PC;5;Récolte;30;32;juillet;août;
Persil;PC;5;Récolte;35;37;août;septembre;
Persil;SA;1;Récolte;7;9;février;février;
Persil;SA;1;Récolte;13;15;mars;avril;
Persil;SA;1;Semis en pot/plant;29;31;juillet;juillet;
Persil;SA;1;Plantation;33;35;août;août;
Persil;SA;1;Récolte;43;45;octobre;novembre;
Persil;SA;2;Récolte;10;12;mars;mars;
Persil;SA;2;Récolte;15;17;avril;avril;
Persil;SA;2;Semis en pot/plant;31;33;juillet;août;
Persil;SA;2;Plantation;35;37;août;septembre;
Persil;SA;2;Récolte;47;49;novembre;décembre;
Persil;SA;3;Plantation;5;7;janvier;février;
Persil;SA;3;Récolte;15;17;avril;avril;
Persil;SA;3;Récolte;20;22;mai;mai;
Persil;SA;3;Récolte;25;27;juin;juillet;
Persil;SA;3;Récolte;30;32;juillet;août;
Persil;SA;3;Semis en pot/plant;50;52;décembre;décembre;
Poireau;PC;1;Plantation;11;15;mars;avril;Variétés précoces résistantes à la montaison : Krypton F1, Chiefton F1, Rally F1, Zwitserse Reuzen Lancia
Poireau;PC;1;Récolte;28;35;juillet;août;Variétés précoces résistantes à la montaison : Krypton F1, Chiefton F1, Rally F1, Zwitserse Reuzen Lancia
Poireau;PC;1;Semis direct;36;38;septembre;septembre;Variétés précoces résistantes à la montaison : Krypton F1, Chiefton F1, Rally F1, Zwitserse Reuzen Lancia
Poireau;PC;1;Semis en pot/plant;39;41;septembre;octobre;Variétés précoces résistantes à la montaison : Krypton F1, Chiefton F1, Rally F1, Zwitserse Reuzen Lancia
Poireau;PC;2;Semis direct;1;2;janvier;janvier;Variétés précoces : Krypton F1, Chiefton F1, Surfer F1, Zwitserse Reuzen Lancia
Poireau;PC;2;Semis en pot/plant;5;7;janvier;février;Variétés précoces : Krypton F1, Chiefton F1, Surfer F1, Zwitserse Reuzen Lancia
Poireau;PC;2;Plantation;17;19;avril;mai;Variétés précoces : Krypton F1, Chiefton F1, Surfer F1, Zwitserse Reuzen Lancia
Poireau;PC;2;Récolte;32;41;août;octobre;Variétés précoces : Krypton F1, Chiefton F1, Surfer F1, Zwitserse Reuzen Lancia
Poireau;PC;3;Semis direct;9;11;février;mars;Variétés précoces : Krypton F1, Chiefton F1, Surfer F1, Zwitserse Reuzen Lancia
Poireau;PC;3;Semis en pot/plant;11;13;mars;mars;Variétés précoces : Krypton F1, Chiefton F1, Surfer F1, Zwitserse Reuzen Lancia
Poireau;PC;3;Plantation;22;24;mai;juin;Variétés précoces : Krypton F1, Chiefton F1, Surfer F1, Zwitserse Reuzen Lancia
Poireau;PC;3;Récolte;37;48;septembre;novembre;Variétés précoces : Krypton F1, Chiefton F1, Surfer F1, Zwitserse Reuzen Lancia
Poireau;PC;4;Récolte;1;9;janvier;février;Variétés d'automne-hiver
Poireau;PC;4;Semis direct;9;11;février;mars;Variétés d'automne-hiver
Poireau;PC;4;Semis en pot/plant;11;13;mars;mars;Variétés d'automne-hiver
Poireau;PC;4;Plantation;22;24;mai;juin;Variétés d'automne-hiver
Poireau;PC;4;Récolte;44;52;octobre;décembre;Variétés d'automne-hiver
Poireau;PC;5;Récolte;1;13;janvier;mars;Variétés d'automne-hiver
Poireau;PC;5;Semis direct;13;15;mars;avril;Variétés d'automne-hiver
Poireau;PC;5;Plantation;24;26;juin;juin;Variétés d'automne-hiver
Poireau;PC;5;Récolte;48;52;novembre;décembre;Variétés d'automne-hiver
Poireau;PC;6;Récolte;11;15;mars;avril;Variétés d'hiver
Poireau;PC;6;Semis direct;15;17;avril;avril;Variétés d'hiver
Poireau;PC;6;Plantation;26;28;juin;juillet;Variétés d'hiver
Poireau;SA;1;Plantation;5;9;janvier;février;Variétés précoces très résistantes à la montaison : Krypton F1, Rally F1
Poireau;SA;1;Récolte;21;25;mai;juin;Variétés précoces très résistantes à la montaison : Krypton F1, Rally F1
Poireau;SA;1;Semis direct;32;34;août;août;Variétés précoces très résistantes à la montaison : Krypton F1, Rally F1
Poireau;SA;1;Semis en pot/plant;36;38;septembre;septembre;Variétés précoces très résistantes à la montaison : Krypton F1, Rally F1
Pois;PC;1;Récolte;19;23;mai;juin;
Pois;PC;1;Semis direct;42;46;octobre;novembre;
Pois;PC;1;Plantation;47;49;novembre;décembre;
Pois;PC;2;Semis direct;11;13;mars;mars;
Pois;PC;2;Plantation;13;15;mars;avril;
Pois;PC;2;Récolte;23;27;juin;juillet;
Pois;PC;3;Semis direct;15;17;avril;avril;
Pois;PC;3;Récolte;25;29;juin;juillet;
Pois;PC;4;Semis direct;26;28;juin;juillet;
Pois;PC;4;Plantation;28;30;juillet;juillet;
Pois;PC;4;Récolte;34;38;août;septembre;
Pois;PC;5;Semis direct;28;30;juillet;juillet;
Pois;PC;5;Plantation;30;32;juillet;août;
Pois;PC;5;Récolte;36;40;septembre;octobre;
Pois;SA;1;Récolte;15;19;avril;mai;
Pois;SA;1;Semis direct;42;46;octobre;novembre;
Pois;SA;1;Plantation;47;49;novembre;décembre;
Pois;SA;2;Semis en pot/plant;1;2;janvier;janvier;
Pois;SA;2;Plantation;3;5;janvier;janvier;
Pois;SA;2;Récolte;17;21;avril;mai;
Pois;SA;2;Semis direct;48;52;novembre;décembre;
Pois;SA;3;Semis direct;6;8;février;février;
Pois;SA;3;Plantation;9;11;février;mars;
Pois;SA;3;Récolte;19;23;mai;juin;
Pois;SA;4;Semis direct;11;13;mars;mars;Bassinage nécessaire
Pois;SA;4;Plantation;13;15;mars;avril;Bassinage nécessaire
Pois;SA;4;Récolte;21;25;mai;juin;Bassinage nécessaire
Pois;SA;5;Semis direct;15;17;avril;avril;Bassinage nécessaire
Pois;SA;5;Plantation;17;19;avril;mai;Bassinage nécessaire
Pois;SA;5;Récolte;23;27;juin;juillet;Bassinage nécessaire
Pois;SA;6;Semis direct;20;22;mai;mai;Bassinage nécessaire
Pois;SA;6;Plantation;22;24;mai;juin;Bassinage nécessaire
Pois;SA;6;Récolte;28;32;juillet;août;Bassinage nécessaire
Pois;SA;7;Semis direct;24;26;juin;juin;Bassinage nécessaire
Pois;SA;7;Plantation;26;28;juin;juillet;Bassinage nécessaire
Pois;SA;7;Récolte;32;36;août;septembre;Bassinage nécessaire
Pois;SA;8;Semis direct;26;28;juin;juillet;
Pois;SA;8;Plantation;28;30;juillet;juillet;
Pois;SA;8;Récolte;34;38;août;septembre;
Poivron;PC;1;Semis en pot/plant;7;9;février;février;
Poivron;PC;1;Plantation;17;19;avril;mai;
Poivron;PC;1;Récolte;34;42;août;octobre;
Poivron;PC;2;Semis en pot/plant;9;11;février;mars;
Poivron;PC;2;Plantation;19;21;mai;mai;
Poivron;PC;2;Récolte;35;42;août;octobre;
Poivron;SA;1;Semis en pot/plant;5;7;janvier;février;
Poivron;SA;1;Plantation;15;17;avril;avril;
Poivron;SA;1;Récolte;30;42;juillet;octobre;
Poivron;SA;2;Semis en pot/plant;7;9;février;février;
Poivron;SA;2;Plantation;17;19;avril;mai;
Poivron;SA;2;Récolte;32;42;août;octobre;
Pomme de terre;PC;1;Conservation;1;12;janvier;mars;Variétés précoces : 70-90 jours
Pomme de terre;PC;1;Plantation;12;15;mars;avril;Variétés précoces : 70-90 jours
Pomme de terre;PC;1;Récolte;29;32;juillet;août;Variétés précoces : 70-90 jours
Pomme de terre;PC;1;Conservation;33;52;août;décembre;Variétés précoces : 70-90 jours
Pomme de terre;PC;2;Conservation;1;12;janvier;mars;Variétés de saison : 90-120 jours
Pomme de terre;PC;2;Plantation;12;15;mars;avril;Variétés de saison : 90-120 jours
Pomme de terre;PC;2;Récolte;31;34;juillet;août;Variétés de saison : 90-120 jours
Pomme de terre;PC;2;Conservation;35;52;août;décembre;Variétés de saison : 90-120 jours
Pomme de terre;PC;3;Conservation;1;12;janvier;mars;Variétés tardives : 120-145 jours
Pomme de terre;PC;3;Plantation;12;15;mars;avril;Variétés tardives : 120-145 jours
Pomme de terre;PC;3;Récolte;33;36;août;septembre;Variétés tardives : 120-145 jours
Pomme de terre;PC;3;Conservation;38;52;septembre;décembre;Variétés tardives : 120-145 jours
Pomme de terre;PC;4;Conservation;1;12;janvier;mars;Variétés précoces : 70-90 jours
Pomme de terre;PC;4;Plantation;15;17;avril;avril;Variétés précoces : 70-90 jours
Pomme de terre;PC;4;Récolte;31;34;juillet;août;Variétés précoces : 70-90 jours
Pomme de terre;PC;4;Conservation;35;52;août;décembre;Variétés précoces : 70-90 jours
Pomme de terre;PC;5;Conservation;1;12;janvier;mars;Variétés de saison : 90-120 jours
Pomme de terre;PC;5;Plantation;15;17;avril;avril;Variétés de saison : 90-120 jours
Pomme de terre;PC;5;Récolte;33;36;août;septembre;Variétés de saison : 90-120 jours
Pomme de terre;PC;5;Conservation;38;52;septembre;décembre;Variétés de saison : 90-120 jours
Pomme de terre;PC;6;Conservation;1;12;janvier;mars;Variétés précoces : 70-90 jours
Pomme de terre;PC;6;Plantation;17;19;avril;mai;Variétés précoces : 70-90 jours
Pomme de terre;PC;6;Récolte;33;36;août;septembre;Variétés précoces : 70-90 jours
Pomme de terre;PC;6;Conservation;38;52;septembre;décembre;Variétés précoces : 70-90 jours
Pomme de terre primeur;PC;1;Plantation;12;15;mars;avril;Variétés précoces : 70-90 jours
Pomme de terre primeur;PC;1;Récolte;26;29;juin;juillet;Variétés précoces : 70-90 jours
Pomme de terre primeur;SA;1;Plantation;1;3;janvier;janvier;Variétés précoces : 70-90 jours
Pomme de terre primeur;SA;1;Récolte;18;21;avril;mai;Variétés précoces : 70-90 jours
Pomme de terre primeur;SA;2;Plantation;3;5;janvier;janvier;Variétés précoces : 70-90 jours
Pomme de terre primeur;SA;2;Récolte;19;22;mai;mai;Variétés précoces : 70-90 jours
Pomme de terre primeur;SA;3;Plantation;5;7;janvier;février;Variétés précoces : 70-90 jours
Pomme de terre primeur;SA;3;Récolte;20;23;mai;juin;Variétés précoces : 70-90 jours
Pomme de terre primeur;SA;4;Plantation;7;9;février;février;Variétés précoces : 70-90 jours
Pomme de terre primeur;SA;4;Récolte;21;24;mai;juin;Variétés précoces : 70-90 jours
Pomme de terre primeur;SA;5;Plantation;9;11;février;mars;Variétés précoces : 70-90 jours
Pomme de terre primeur;SA;5;Récolte;23;26;juin;juin;Variétés précoces : 70-90 jours
Radis botte;PC;1;Semis direct;7;9;février;février;
Radis botte;PC;1;Récolte;14;16;avril;avril;
Radis botte;PC;2;Semis direct;9;11;février;mars;
Radis botte;PC;2;Récolte;15;17;avril;avril;
Radis botte;PC;3;Semis direct;11;13;mars;mars;
Radis botte;PC;3;Récolte;16;18;avril;avril;
Radis botte;PC;4;Semis direct;13;15;mars;avril;
Radis botte;PC;4;Récolte;18;20;avril;mai;
Radis botte;PC;5;Semis direct;15;17;avril;avril;
Radis botte;PC;5;Récolte;20;22;mai;mai;
Radis botte;PC;6;Semis direct;17;19;avril;mai;
Radis botte;PC;6;Récolte;22;24;mai;juin;
Radis botte;PC;7;Semis direct;19;21;mai;mai;
Radis botte;PC;7;Récolte;23;25;juin;juin;
Radis botte;PC;8;Semis direct;21;23;mai;juin;
Radis botte;PC;8;Récolte;25;27;juin;juillet;
Radis botte;PC;9;Semis direct;23;25;juin;juin;
Radis botte;PC;9;Récolte;27;29;juillet;juillet;
Radis botte;PC;10;Semis direct;25;27;juin;juillet;
Radis botte;PC;10;Récolte;29;31;juillet;juillet;
Radis botte;PC;11;Semis direct;27;29;juillet;juillet;
Radis botte;PC;11;Récolte;31;33;juillet;août;
Radis botte;PC;12;Semis direct;29;31;juillet;juillet;
Radis botte;PC;12;Récolte;33;35;août;août;
Radis botte;PC;13;Semis direct;31;33;juillet;août;
Radis botte;PC;13;Récolte;35;37;août;septembre;
Radis botte;PC;14;Semis direct;33;35;août;août;
Radis botte;PC;14;Récolte;37;40;septembre;octobre;
Radis botte;PC;15;Semis direct;35;37;août;septembre;
Radis botte;PC;15;Récolte;40;43;octobre;octobre;
Radis botte;PC;16;Semis direct;37;39;septembre;septembre;
Radis botte;PC;16;Récolte;43;46;octobre;novembre;
Radis botte;SA;1;Récolte;7;9;février;février;
Radis botte;SA;1;Semis direct;47;49;novembre;décembre;
Radis botte;SA;2;Récolte;8;10;février;mars;
Radis botte;SA;2;Semis direct;49;51;décembre;décembre;
Radis botte;SA;3;Semis direct;1;1;janvier;janvier;
Radis botte;SA;3;Récolte;9;11;février;mars;
Radis botte;SA;3;Semis direct;51;52;décembre;décembre;
Radis botte;SA;4;Semis direct;1;3;janvier;janvier;
Radis botte;SA;4;Récolte;10;12;mars;mars;
Radis botte;SA;5;Semis direct;3;5;janvier;janvier;
Radis botte;SA;5;Récolte;11;13;mars;mars;
Radis botte;SA;6;Semis direct;5;7;janvier;février;
Radis botte;SA;6;Récolte;12;14;mars;avril;
Radis botte;SA;7;Semis direct;7;9;février;février;
Radis botte;SA;7;Récolte;13;15;mars;avril;
Radis botte;SA;8;Semis direct;9;11;février;mars;
Radis botte;SA;8;Récolte;15;17;avril;avril;
Radis botte;SA;9;Semis direct;11;13;mars;mars;
Radis botte;SA;9;Récolte;16;18;avril;avril;
Radis botte;SA;10;Semis direct;37;39;septembre;septembre;
Radis botte;SA;10;Récolte;43;48;octobre;novembre;
Radis botte;SA;11;Semis direct;39;41;septembre;octobre;
Radis botte;SA;11;Récolte;46;50;novembre;décembre;
Radis rave;PC;1;Conservation;1;9;janvier;février;
Radis rave;PC;1;Semis direct;24;26;juin;juin;
Radis rave;PC;1;Récolte;35;39;août;septembre;
Radis rave;PC;1;Conservation;41;52;octobre;décembre;
Radis rave;PC;2;Conservation;1;13;janvier;mars;
Radis rave;PC;2;Semis direct;27;29;juillet;juillet;
Radis rave;PC;2;Récolte;39;43;septembre;octobre;
Radis rave;PC;2;Conservation;45;52;novembre;décembre;
Radis rave;PC;3;Conservation;1;17;janvier;avril;
Radis rave;PC;3;Semis direct;30;32;juillet;août;
Radis rave;PC;3;Récolte;44;46;octobre;novembre;
Radis rave;PC;3;Conservation;48;52;novembre;décembre;
Rutabaga;PC;1;Conservation;1;19;janvier;mai;
Rutabaga;PC;1;Semis direct;21;23;mai;juin;
Rutabaga;PC;1;Récolte;41;48;octobre;novembre;
Rutabaga;PC;1;Conservation;50;52;décembre;décembre;
Rutabaga;PC;2;Conservation;1;19;janvier;mai;
Rutabaga;PC;2;Semis direct;24;26;juin;juin;
Rutabaga;PC;2;Récolte;44;48;octobre;novembre;
Rutabaga;PC;2;Conservation;50;52;décembre;décembre;
Salade;PC;1;Semis en pot/plant;3;5;janvier;janvier;
Salade;PC;1;Plantation;7;9;février;février;
Salade;PC;1;Récolte;17;19;avril;mai;
Salade;PC;2;Semis en pot/plant;5;7;janvier;février;
Salade;PC;2;Plantation;9;11;février;mars;
Salade;PC;2;Récolte;18;20;avril;mai;
Salade;PC;3;Semis en pot/plant;7;9;février;février;
Salade;PC;3;Plantation;11;13;mars;mars;
Salade;PC;3;Récolte;20;22;mai;mai;
Salade;PC;4;Semis en pot/plant;10;12;mars;mars;
Salade;PC;4;Plantation;13;15;mars;avril;
Salade;PC;4;Récolte;21;23;mai;juin;
Salade;PC;5;Semis en pot/plant;12;14;mars;avril;
Salade;PC;5;Plantation;15;17;avril;avril;
Salade;PC;5;Récolte;22;24;mai;juin;
Salade;PC;6;Semis en pot/plant;14;16;avril;avril;
Salade;PC;6;Plantation;17;19;avril;mai;
Salade;PC;6;Récolte;24;26;juin;juin;
Salade;PC;7;Semis en pot/plant;16;18;avril;avril;
Salade;PC;7;Plantation;19;21;mai;mai;
Salade;PC;7;Récolte;26;28;juin;juillet;
Salade;PC;8;Semis en pot/plant;18;20;avril;mai;
Salade;PC;8;Plantation;21;23;mai;juin;
Salade;PC;8;Récolte;28;30;juillet;juillet;
Salade;PC;9;Semis en pot/plant;20;22;mai;mai;
Salade;PC;9;Plantation;23;25;juin;juin;
Salade;PC;9;Récolte;29;31;juillet;juillet;
Salade;PC;10;Semis en pot/plant;23;25;juin;juin;
Salade;PC;10;Plantation;25;27;juin;juillet;
Salade;PC;10;Récolte;31;33;juillet;août;
Salade;PC;11;Semis en pot/plant;25;27;juin;juillet;
Salade;PC;11;Plantation;27;29;juillet;juillet;
Salade;PC;11;Récolte;33;35;août;août;
Salade;PC;12;Semis en pot/plant;27;29;juillet;juillet;
Salade;PC;12;Plantation;29;31;juillet;juillet;
Salade;PC;12;Récolte;35;37;août;septembre;
Salade;PC;13;Semis en pot/plant;29;31;juillet;juillet;
Salade;PC;13;Plantation;31;33;juillet;août;
Salade;PC;13;Récolte;37;41;septembre;octobre;
Salade;PC;14;Semis en pot/plant;31;33;juillet;août;
Salade;PC;14;Plantation;33;35;août;août;
Salade;PC;14;Récolte;40;44;octobre;octobre;
Salade;SA;1;Récolte;9;11;février;mars;
Salade;SA;1;Semis en pot/plant;43;45;octobre;novembre;
Salade;SA;1;Plantation;47;49;novembre;décembre;
Salade;SA;2;Récolte;10;12;mars;mars;
Salade;SA;2;Semis en pot/plant;45;47;novembre;novembre;
Salade;SA;2;Plantation;49;51;décembre;décembre;
Salade;SA;3;Plantation;1;1;janvier;janvier;
Salade;SA;3;Récolte;11;13;mars;mars;
Salade;SA;3;Semis en pot/plant;47;49;novembre;décembre;
Salade;SA;3;Plantation;51;52;décembre;décembre;
Salade;SA;4;Plantation;1;3;janvier;janvier;
Salade;SA;4;Récolte;12;15;mars;avril;
Salade;SA;4;Semis en pot/plant;48;50;novembre;décembre;
Salade;SA;5;Plantation;3;5;janvier;janvier;
Salade;SA;5;Récolte;14;16;avril;avril;
Salade;SA;5;Semis en pot/plant;50;52;décembre;décembre;
Salade;SA;6;Semis en pot/plant;1;2;janvier;janvier;
Salade;SA;6;Plantation;5;7;janvier;février;
Salade;SA;6;Récolte;15;17;avril;avril;
Salade;SA;7;Semis en pot/plant;3;5;janvier;janvier;
Salade;SA;7;Plantation;7;9;février;février;
Salade;SA;7;Récolte;16;18;avril;avril;
Salade;SA;8;Semis en pot/plant;5;7;janvier;février;
Salade;SA;8;Plantation;9;11;février;mars;
Salade;SA;8;Récolte;17;19;avril;mai;
Salade;SA;9;Semis en pot/plant;7;9;février;février;
Salade;SA;9;Plantation;11;13;mars;mars;
Salade;SA;9;Récolte;18;20;avril;mai;
Salade;SA;10;Semis en pot/plant;33;35;août;août;
Salade;SA;10;Plantation;35;37;août;septembre;
Salade;SA;10;Récolte;43;46;octobre;novembre;
Salade;SA;11;Semis en pot/plant;35;37;août;septembre;
Salade;SA;11;Plantation;37;39;septembre;septembre;
Salade;SA;11;Récolte;45;49;novembre;décembre;
Salade;SA;12;Récolte;1;2;janvier;janvier;
Salade;SA;12;Semis en pot/plant;36;38;septembre;septembre;
Salade;SA;12;Plantation;39;41;septembre;octobre;
Salade;SA;12;Récolte;48;52;novembre;décembre;
Salade;SA;13;Récolte;2;7;janvier;février;
Salade;SA;13;Semis en pot/plant;38;40;septembre;octobre;
Salade;SA;13;Plantation;41;43;octobre;octobre;
Salade;SA;14;Récolte;7;10;février;mars;
Salade;SA;14;Semis en pot/plant;40;42;octobre;octobre;
Salade;SA;14;Plantation;43;45;octobre;novembre;
Tomate;SA;1;Semis en pot/plant;1;3;janvier;janvier;Variétés greffés uniquement
Tomate;SA;1;Plantation;11;13;mars;mars;Variétés greffés uniquement
Tomate;SA;1;Récolte;24;39;juin;septembre;Variétés greffés uniquement
Tomate;SA;2;Semis en pot/plant;2;5;janvier;janvier;Variétés greffés uniquement
Tomate;SA;2;Plantation;13;15;mars;avril;Variétés greffés uniquement
Tomate;SA;2;Récolte;25;39;juin;septembre;Variétés greffés uniquement
Tomate;SA;3;Semis en pot/plant;5;7;janvier;février;
Tomate;SA;3;Plantation;15;17;avril;avril;
Tomate;SA;3;Récolte;26;42;juin;octobre;
Tomate;SA;4;Semis en pot/plant;7;9;février;février;
Tomate;SA;4;Plantation;17;19;avril;mai;
Tomate;SA;4;Récolte;28;42;juillet;octobre;
Tomate;SA;5;Semis en pot/plant;13;15;mars;avril;
Tomate;SA;5;Plantation;22;24;mai;juin;
Tomate;SA;5;Récolte;33;42;août;octobre;
Tomate déterminée;SA;1;Semis en pot/plant;11;13;mars;mars;
Tomate déterminée;SA;1;Plantation;19;21;mai;mai;
Tomate déterminée;SA;1;Récolte;34;40;août;octobre;
Tomate déterminée;SA;2;Semis en pot/plant;15;17;avril;avril;
Tomate déterminée;SA;2;Plantation;22;24;mai;juin;
Tomate déterminée;SA;2;Récolte;36;41;septembre;octobre;
